id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating
30381,boardgame,Hamburgum,2007,2,5,75,75,75,12,2604,7.0901
143741,boardgame,BANG! The Dice Game,2013,3,8,15,15,15,8,5360,7.08734
121297,boardgame,Fleet,2012,2,4,45,30,45,10,2633,7.08719
69789,boardgame,Ascension: Deckbuilding Game,2010,1,4,30,30,30,13,6972,7.08634
7717,boardgame,Carcassonne: The Castle,2003,2,2,30,30,30,8,5841,7.08294
28023,boardgame,Jamaica,2007,2,6,60,30,60,8,6415,7.08193
72287,boardgame,Mr. Jack Pocket,2010,2,2,15,15,15,14,3582,7.0803
53953,boardgame,Thunderstone,2009,1,5,60,60,60,12,8160,7.07628
97903,boardgame,Terror in Meeple City,2013,2,4,45,45,45,8,4156,7.07371
503,boardgame,Through the Desert,1998,2,5,45,45,45,10,9918,7.07299
161417,boardgame,Red7,2014,2,4,10,5,10,9,2539,7.07246
13884,boardgame,The Scepter of Zavandor,2004,2,6,90,90,90,10,2185,7.0673
34194,boardgame,Aquaretto,2008,2,5,45,45,45,10,2105,7.06591
21882,boardgame,Blue Moon City,2006,2,4,60,60,60,10,6341,7.06518
2955,boardgame,Mexica,2002,2,4,90,90,90,10,2471,7.06362
107529,boardgame,Kingdom Builder,2011,2,4,45,45,45,8,9369,7.06278
18100,boardgame,China,2005,3,5,45,45,45,12,3746,7.06232
34084,boardgame,Witch's Brew,2008,3,5,45,45,45,9,3055,7.06125
5737,boardgame,Domaine,2003,2,4,60,60,60,12,3631,7.05812
6249,boardgame,Alhambra,2003,2,6,60,45,60,8,17527,7.05526
40628,boardgame,Finca,2009,2,4,45,45,45,10,4863,7.05016
40270,boardgame,Call of Cthulhu: The Card Game,2008,2,2,30,30,30,13,2351,7.04956
354,boardgame,Sticheln,1993,3,8,60,60,60,10,2022,7.04952
123540,boardgame,Tokaido,2012,2,5,45,45,45,8,5049,7.04782
855,boardgame,Java,2000,2,4,120,120,120,12,2756,7.04754
2093,boardgame,Mahjong,1850,3,4,120,120,120,8,4328,7.04699
25568,boardgame,Metropolys,2008,2,4,45,45,45,8,3245,7.04161
8051,boardgame,Attika,2003,2,4,60,60,60,10,5649,7.04085
119591,boardgame,Rialto,2013,2,5,45,45,45,10,2293,7.03913
12942,boardgame,No Thanks!,2004,3,5,20,20,20,8,11049,7.03627
117959,boardgame,Las Vegas,2012,2,5,30,30,30,8,3229,7.03279
12495,boardgame,Fire & Axe: A Viking Saga,2004,3,5,90,90,90,12,2274,7.03249
221,boardgame,Ikusa,1986,2,5,360,240,360,12,3952,7.03034
20100,boardgame,Wits & Wagers,2005,3,7,25,25,25,10,8054,7.02664
196,boardgame,Kremlin,1986,3,6,75,75,75,12,2228,7.02582
15817,boardgame,Manila,2005,3,5,60,60,60,10,3899,7.02448
35815,boardgame,A Touch of Evil: The Supernatural Game,2008,2,8,90,90,90,12,3372,7.02394
124,boardgame,Primordial Soup,1997,3,4,90,90,90,12,3973,7.01931
125678,boardgame,DC Comics Deck-Building Game,2012,2,5,45,45,45,15,2736,7.01829
29934,boardgame,Amyitis,2007,2,4,120,60,120,12,2417,7.01519
59946,boardgame,Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,60,60,12,5888,7.01203
27364,boardgame,Caylus Magna Carta,2007,2,4,75,45,75,10,4035,7.01143
30933,boardgame,BANG! The Bullet!,2007,3,8,40,20,40,8,5094,7.01032
100423,boardgame,Elder Sign,2011,1,8,90,90,90,13,10564,7.0097
140933,boardgame,Blueprints,2013,2,4,30,30,30,14,2276,7.00474
173,boardgame,Formula D,1991,2,10,120,120,120,10,6685,7.00212
51,boardgame,Ricochet Robots,1999,1,15,30,30,30,10,5300,6.9988
19100,boardgame,Hacienda,2005,2,5,90,60,90,10,3522,6.99839
2398,boardgame,Cribbage,1630,2,4,30,30,30,10,5169,6.99586
2453,boardgame,Blokus,2000,2,4,20,20,20,5,14138,6.99369
103,boardgame,Titan,1980,2,6,240,30,240,12,3349,6.99197
104347,boardgame,Santiago de Cuba,2011,2,4,60,40,60,10,2484,6.98875
902,boardgame,Meuterer,2000,3,4,60,60,60,12,2768,6.98864
73369,boardgame,51st State,2010,2,4,90,40,90,10,2150,6.98667
5782,boardgame,Coloretto,2003,2,5,30,30,30,8,11661,6.98461
3284,boardgame,Star Wars: Epic Duels,2002,2,6,30,30,30,10,2436,6.98434
25643,boardgame,Arkadia,2006,2,4,60,60,60,10,3546,6.98329
122522,boardgame,Smash Up,2012,2,4,45,45,45,12,10075,6.9807
106,boardgame,Mystery Rummy: Jack the Ripper,1998,2,4,45,45,45,10,2562,6.97999
13780,boardgame,In the Shadow of the Emperor,2004,2,4,90,90,90,12,2597,6.97974
38054,boardgame,Snow Tails,2008,2,5,60,45,60,10,3990,6.97546
327,boardgame,Loopin' Louie,1992,2,4,10,10,10,4,5547,6.97508
71721,boardgame,Space Hulk: Death Angel  The Card Game,2010,1,6,30,30,30,13,7708,6.97438
21550,boardgame,Blokus Trigon,2006,2,4,20,20,20,5,2234,6.97387
92415,boardgame,Skull,2011,3,6,45,45,45,10,3117,6.97288
25821,boardgame,The Werewolves of Miller's Hollow,2001,8,18,30,30,30,10,5822,6.97283
12761,boardgame,Ys,2004,2,4,90,90,90,12,2212,6.96623
699,boardgame,HeroQuest,1989,2,5,90,90,90,10,6895,6.96607
143884,boardgame,Machi Koro,2012,2,4,30,30,30,7,7956,6.95327
37380,boardgame,Roll Through the Ages: The Bronze Age,2008,1,4,45,30,45,8,8993,6.95261
492,boardgame,Aladdin's Dragons,2000,3,5,90,60,90,10,2735,6.95213
18258,boardgame,Mission: Red Planet,2005,3,5,60,60,60,10,3255,6.94962
15,boardgame,Cosmic Encounter,1977,2,6,90,90,90,12,3484,6.94845
45,boardgame,Liar's Dice,1987,2,6,15,15,15,8,7962,6.94344
19999,boardgame,Aton,2005,2,2,30,30,30,8,2720,6.94004
101785,boardgame,D-Day Dice,2012,1,4,45,45,45,14,2593,6.93984
44163,boardgame,Power Grid: Factory Manager,2009,2,5,60,60,60,12,4823,6.93915
1382,boardgame,Winner's Circle,2001,2,6,60,45,60,10,3822,6.9372
21523,boardgame,Runebound (Second Edition),2005,1,6,240,120,240,12,6604,6.93467
10640,boardgame,Doom: The Boardgame,2004,2,4,180,180,180,12,4299,6.93417
38343,boardgame,Ad Astra,2009,3,5,60,60,60,13,2319,6.93311
41916,boardgame,The Magic Labyrinth,2009,2,4,15,15,15,6,2114,6.93295
168,boardgame,Empire Builder,1982,2,6,180,180,180,12,2283,6.92991
8989,boardgame,Hansa,2004,2,4,60,60,60,10,4294,6.92939
24773,boardgame,On the Underground,2006,2,5,60,60,60,7,2045,6.92939
106662,boardgame,Power Grid: The First Sparks,2011,2,6,60,60,60,12,2670,6.9256
33604,boardgame,Say Anything,2008,3,8,30,30,30,13,3434,6.92462
24417,boardgame,Factory Fun,2006,2,5,45,45,45,10,2939,6.92062
102548,boardgame,Dungeon Fighter,2011,1,6,45,45,45,14,2473,6.91967
16395,boardgame,Blokus Duo,2005,2,2,15,15,15,5,3758,6.91936
1159,boardgame,Evo,2001,3,5,60,60,60,14,3941,6.91896
1540,boardgame,BattleTech,1985,2,20,90,90,90,12,2597,6.91541
70,boardgame,Big City,1999,2,5,60,60,60,10,2058,6.91508
17329,boardgame,Animal Upon Animal,2005,2,4,15,15,15,4,3038,6.91481
57925,boardgame,Havana,2009,2,4,45,30,45,10,2193,6.91034
65244,boardgame,Forbidden Island,2010,2,4,30,30,30,10,19033,6.91015
21441,boardgame,Mykerinos,2006,2,4,45,45,45,10,3381,6.90787
94362,boardgame,Rune Age,2011,1,4,60,60,60,13,3042,6.90781
1231,boardgame,Bausack,1987,2,8,45,15,45,7,2843,6.90505
22038,boardgame,Warrior Knights,2006,2,6,180,180,180,12,3171,6.90403
27588,boardgame,Zooloretto,2007,2,5,45,45,45,8,10315,6.90173
6351,boardgame,Gulo Gulo,2003,2,6,20,15,20,5,2453,6.89718
91536,boardgame,Quarriors!,2011,2,4,30,30,30,14,9830,6.89646
24068,boardgame,Shadow Hunters,2005,4,8,45,45,45,13,5074,6.8938
1465,boardgame,Wizard,1984,3,6,45,45,45,10,4304,6.89287
9203,boardgame,Wings of War: Famous Aces,2004,2,4,30,30,30,10,4222,6.8926
137297,boardgame,Augustus,2013,2,6,30,30,30,8,4163,6.89169
56692,boardgame,Parade,2007,2,6,60,60,60,12,2374,6.89144
131260,boardgame,Qwixx,2012,2,5,15,15,15,8,2420,6.89048
432,boardgame,6 nimmt!,1994,2,10,45,45,45,8,8315,6.88642
148951,boardgame,Tiny Epic Kingdoms,2014,2,5,30,30,30,13,2479,6.88547
12995,boardgame,Dungeon Twister,2004,2,2,60,60,60,11,4905,6.88119
40793,boardgame,Dice Town,2009,2,5,60,60,60,8,4290,6.87563
127024,boardgame,Room 25,2013,1,6,30,30,30,13,2201,6.86949
481,boardgame,Carolus Magnus,2000,2,4,60,60,60,12,2884,6.86933
42452,boardgame,Rattus,2010,2,4,45,45,45,10,4201,6.86899
878,boardgame,Wyatt Earp,2001,2,4,45,30,45,8,3300,6.8679
115,boardgame,I'm the Boss!,1994,3,6,60,60,60,12,2777,6.86723
2338,boardgame,Starship Catan,2001,2,2,60,60,60,12,3565,6.86511
6411,boardgame,Blokus 3D,2003,2,4,15,15,15,8,3188,6.86208
16496,boardgame,Roma,2005,2,2,45,45,45,8,3719,6.86011
41,boardgame,Can't Stop,1980,2,4,30,30,30,9,7579,6.85113
42487,boardgame,Lost Cities: The Board Game,2008,2,4,60,30,60,8,2189,6.84892
25669,boardgame,Qwirkle,2006,2,4,45,45,45,6,7425,6.84868
37759,boardgame,Incan Gold,2006,3,8,20,20,20,8,6006,6.84115
21920,boardgame,Leonardo da Vinci,2006,2,5,90,90,90,12,3090,6.83395
63268,boardgame,Spot it!,2009,2,8,15,15,15,7,3907,6.82502
105,boardgame,Colossal Arena,1997,2,5,60,60,60,8,5908,6.82462
83195,boardgame,Ghost Blitz,2010,2,8,20,20,20,8,2556,6.82409
8203,boardgame,"Hey, That's My Fish!",2003,2,4,20,20,20,8,12807,6.82349
139030,boardgame,Mascarade,2013,2,13,30,30,30,10,4137,6.82346
22141,boardgame,Cleopatra and the Society of Architects,2006,3,5,60,60,60,10,5129,6.82289
13823,boardgame,Fairy Tale,2004,2,5,20,20,20,10,5903,6.82278
1403,boardgame,Turn the Tide,1997,3,5,30,30,30,10,2775,6.82192
242,boardgame,Junta,1978,2,7,240,240,240,16,3971,6.82064
823,boardgame,Lord of the Rings,2000,2,5,60,60,60,12,10583,6.81929
123096,boardgame,Space Cadets,2012,3,6,120,60,120,8,2135,6.81449
85256,boardgame,Timeline: Inventions,2010,2,8,15,15,15,8,3477,6.81228
1897,boardgame,Starfarers of Catan,1999,3,4,120,120,120,12,4051,6.80747
16986,boardgame,Ubongo,2003,2,4,30,20,30,8,4469,6.80597
278,boardgame,Catan Card Game,1996,2,2,90,90,90,10,10131,6.80506
17710,boardgame,Conquest of the Empire,2005,2,6,240,180,240,10,2565,6.80302
681,boardgame,Quarto!,1991,2,2,20,20,20,6,3013,6.79342
220,boardgame,High Society,1995,3,5,15,15,15,10,3935,6.79314
31497,boardgame,Oregon,2007,2,4,45,45,45,8,2647,6.79235
131366,boardgame,Eight-Minute Empire,2012,2,5,20,8,20,13,3461,6.78556
38386,boardgame,A Castle for All Seasons,2008,2,4,60,60,60,10,2466,6.78511
39339,boardgame,Android,2008,3,5,180,180,180,13,2952,6.78166
9446,boardgame,Blue Moon,2004,2,2,30,30,30,12,4785,6.77637
3931,boardgame,Mare Nostrum,2003,3,5,120,120,120,10,2705,6.77453
10,boardgame,Elfenland,1998,2,6,60,60,60,10,6054,6.77331
10093,boardgame,Axis & Allies,2004,2,5,240,240,240,12,4791,6.77156
71836,boardgame,Onirim,2010,1,2,15,15,15,8,3097,6.75597
34887,boardgame,Revolution!,2009,3,4,60,60,60,10,2923,6.75367
46255,boardgame,Campaign Manager 2008,2009,2,2,50,50,50,10,2126,6.75247
619,boardgame,The Bottle Imp,1995,3,4,30,30,30,10,2194,6.75002
43443,boardgame,Castle Panic,2009,1,6,60,60,60,10,7413,6.74371
925,boardgame,Werewolf,1986,8,24,60,60,60,8,3478,6.74191
1829,boardgame,Risk 2210 A.D.,2001,2,5,240,240,240,10,5122,6.73686
31105,boardgame,Archaeology: The Card Game,2007,2,4,20,20,20,8,2444,6.73052
986,boardgame,Babel,2000,2,2,60,45,60,12,2849,6.72821
5716,boardgame,Balloon Cup,2003,2,2,30,30,30,8,4801,6.72591
826,boardgame,Cartagena,2000,2,5,45,45,45,8,5842,6.71617
1115,boardgame,Poker,1810,2,10,60,60,60,12,6014,6.71319
13551,boardgame,Oltre Mare,2004,2,5,60,60,60,12,2480,6.7116
19526,boardgame,Elasund: The First City,2005,2,4,90,60,90,10,2793,6.71143
71061,boardgame,DungeonQuest (third edition),2010,1,4,90,90,90,13,2531,6.70685
624,boardgame,Quoridor,1997,2,4,15,15,15,8,3400,6.70584
112,boardgame,Condottiere,1995,2,6,45,45,45,14,5360,6.70546
12477,boardgame,Bootleggers,2004,3,6,120,120,120,14,2714,6.70519
19237,boardgame,Ca$h 'n Gun$,2005,4,6,30,30,30,10,8016,6.70494
16772,boardgame,Mall of Horror,2005,3,6,60,60,60,14,2564,6.70468
15512,boardgame,Diamant,2005,3,8,30,30,30,8,4483,6.70243
15511,boardgame,Fjords,2005,2,2,30,30,30,8,2489,6.70125
4396,boardgame,Odin's Ravens,2002,2,2,30,30,30,10,3099,6.69896
24742,boardgame,Cold War: CIA vs KGB,2007,2,2,60,60,60,12,2985,6.69895
15510,boardgame,Tower of Babel,2005,3,5,45,45,45,10,2041,6.6928
199,boardgame,Manhattan,1994,2,4,45,45,45,10,3337,6.69087
118063,boardgame,Infiltration,2012,2,6,45,30,45,14,2597,6.6865
66587,boardgame,GOSU,2010,2,4,45,45,45,10,2181,6.6856
472,boardgame,DungeonQuest,1985,1,4,60,20,60,10,2125,6.67935
16992,boardgame,Tsuro,2004,2,8,15,15,15,8,10908,6.67825
40760,boardgame,Alea Iacta Est,2009,2,5,60,60,60,9,2212,6.6762
9220,boardgame,Saboteur,2004,3,10,30,30,30,8,12720,6.67618
124172,boardgame,Tsuro of the Seas,2012,2,8,30,30,30,8,2003,6.67363
7805,boardgame,Fearsome Floors,2003,2,7,60,60,60,10,5575,6.67347
1117,boardgame,You're Bluffing!,1985,3,5,45,45,45,10,2475,6.67316
361,boardgame,Hare & Tortoise,1973,2,6,45,45,45,8,3182,6.66944
394,boardgame,Kahuna,1998,2,2,40,30,40,10,4725,6.66879
28259,boardgame,Cutthroat Caverns,2007,3,6,90,90,90,12,3393,6.6661
16267,boardgame,Trans Europa,2005,2,6,20,20,20,8,2610,6.66359
2842,boardgame,TransAmerica,2001,2,6,30,30,30,13,6205,6.65887
4192,boardgame,Warhammer,1983,2,4,240,240,240,8,2193,6.65501
8098,boardgame,Jungle Speed,1997,2,8,10,10,10,7,6226,6.64625
66171,boardgame,Dragonheart,2010,2,2,30,30,30,13,2185,6.64265
119,boardgame,Kingdoms,1994,2,4,45,45,45,9,3468,6.63949
494,boardgame,Ave Caesar,1989,2,6,30,30,30,12,3479,6.63909
40393,boardgame,FITS,2009,1,4,45,45,45,8,2535,6.63874
249,boardgame,Lifeboats,1993,3,6,90,90,90,12,2602,6.63624
340,boardgame,Frank's Zoo,1999,3,7,60,60,60,10,2719,6.63405
27627,boardgame,Talisman (Revised 4th Edition),2007,2,6,90,90,90,13,7421,6.6326
43868,boardgame,The Adventurers: The Temple of Chac,2009,2,6,45,45,45,10,3714,6.63253
65515,boardgame,Nuns on the Run,2010,2,8,45,45,45,10,2758,6.63116
1295,boardgame,Pente,1977,2,6,30,30,30,8,2079,6.6306
32125,boardgame,Felix: The Cat in the Sack,2007,3,5,20,20,20,8,3707,6.62853
3955,boardgame,BANG!,2002,4,7,40,20,40,8,16573,6.62202
2987,boardgame,Pirate's Cove,2002,3,5,90,60,90,8,6636,6.62059
398,boardgame,Wildlife Safari,1994,2,5,30,20,30,7,2324,6.61628
17223,boardgame,World of Warcraft: The Boardgame,2005,2,6,180,180,180,12,4010,6.61387
88408,boardgame,Nightfall,2011,2,5,45,45,45,12,3059,6.60875
81453,boardgame,Famiglia,2010,2,2,30,30,30,10,2100,6.60467
16991,boardgame,Khet: The Laser Game,2005,2,2,20,20,20,9,2127,6.6044
10997,boardgame,Boomtown,2004,3,5,30,30,30,10,2307,6.59094
65907,boardgame,Mystery Express,2010,3,5,90,60,90,12,2067,6.59018
2569,boardgame,Pick Picknic,2001,2,6,30,30,30,8,2104,6.58723
21791,boardgame,Masons,2006,2,4,45,45,45,8,2123,6.58516
23107,boardgame,Drakon (third edition),2006,2,6,40,40,40,10,2328,6.58292
12005,boardgame,Around the World in 80 Days,2004,2,6,70,50,70,10,2471,6.58101
125,boardgame,Money!,1999,3,5,30,30,30,10,2206,6.57739
33154,boardgame,Wasabi!,2008,2,4,45,30,45,10,4120,6.57662
4636,boardgame,Clans,2002,2,4,30,30,30,10,4075,6.57249
15318,boardgame,Palazzo,2005,2,4,60,60,60,10,2095,6.57233
28,boardgame,Illuminati:  Deluxe Edition,1987,2,8,180,60,180,12,3904,6.57188
24310,boardgame,The Red Dragon Inn,2007,2,4,45,45,45,13,3750,6.56466
13308,boardgame,Niagara,2004,3,5,45,30,45,8,5868,6.55953
120,boardgame,Hoity Toity,1990,2,6,45,45,45,12,4110,6.55766
929,boardgame,The Great Dalmuti,1995,4,8,60,60,60,8,4836,6.55521
638,boardgame,Hera and Zeus,2000,2,2,30,30,30,12,2852,6.54559
915,boardgame,Mystery of the Abbey,1995,3,6,120,120,120,10,6091,6.54377
17161,boardgame,Tempus,2006,3,5,90,90,90,14,2340,6.54238
116,boardgame,Guillotine,1998,2,5,30,30,30,12,12741,6.54085
1234,boardgame,Once Upon a Time: The Storytelling Card Game,1993,2,6,30,30,30,8,4970,6.5396
98,boardgame,Axis & Allies,1981,2,5,180,180,180,12,7875,6.53585
50381,boardgame,Cards Against Humanity,2009,4,30,30,30,30,17,8738,6.53452
7,boardgame,Cathedral,1978,2,2,20,20,20,8,2452,6.53402
520,boardgame,Axis & Allies: Europe,1999,2,4,210,210,210,12,2088,6.5284
217,boardgame,A la carte,1989,2,4,30,30,30,8,2255,6.52774
102104,boardgame,Star Fluxx,2011,2,6,10,10,10,8,2276,6.52218
438,boardgame,Scotland Yard,1983,3,6,45,45,45,10,8560,6.52014
2397,boardgame,Backgammon,-3000,2,2,30,30,30,8,7745,6.51582
15818,boardgame,Pickomino,2005,2,7,20,20,20,8,5308,6.51293
17240,boardgame,That's Life!,2005,2,6,30,30,30,8,2184,6.50855
49,boardgame,Mamma Mia!,1999,2,5,30,30,30,10,4341,6.50184
2596,boardgame,Villa Paletti,2001,2,4,30,30,30,8,3106,6.49857
1042,boardgame,Dragon's Gold,2001,3,6,45,45,45,8,2197,6.49724
131835,boardgame,Boss Monster: The Dungeon Building Card Game,2013,2,4,20,20,20,13,4090,6.49359
34585,boardgame,Keltis,2008,2,4,30,30,30,10,3723,6.49079
1198,boardgame,SET,1988,1,20,30,30,30,6,6561,6.49017
37196,boardgame,Sorry! Sliders,2008,1,4,30,30,30,6,3023,6.48321
162,boardgame,The Awful Green Things From Outer Space,1979,2,2,90,90,90,12,2093,6.48135
21632,boardgame,To Court the King,2006,2,5,45,45,45,10,3322,6.4811
8107,boardgame,Risk: The Lord of the Rings Trilogy Edition,2003,2,4,180,180,180,9,2313,6.47544
17025,boardgame,Friday the 13th,2005,3,6,30,30,30,8,3007,6.47385
634,boardgame,River Dragons,2000,2,6,30,30,30,8,2090,6.4645
132,boardgame,Caesar & Cleopatra,1997,2,2,60,60,60,10,3561,6.463
25261,boardgame,Tannhuser,2007,2,10,120,60,120,13,2514,6.454
526,boardgame,Abalone,1987,2,2,30,30,30,7,3915,6.44392
32116,boardgame,Airships,2007,2,4,60,45,60,10,2262,6.44309
382,boardgame,Heimlich & Co.,1984,2,7,30,30,30,8,2300,6.44224
17449,boardgame,Beowulf: The Legend,2005,2,5,60,60,60,12,2027,6.44103
14808,boardgame,Marvel Heroes,2006,2,4,120,120,120,12,2147,6.4348
37120,boardgame,Pack & Stack,2008,3,6,45,30,45,10,2150,6.43175
987,boardgame,Kingmaker,1974,2,7,240,240,240,12,2314,6.4302
12692,boardgame,Gloom,2005,2,4,60,60,60,13,7107,6.42646
27356,boardgame,Portobello Market,2007,2,4,35,35,35,8,2072,6.42513
140,boardgame,Pit,1903,3,8,90,30,90,7,5503,6.4245
6887,boardgame,Hearts,1850,3,7,30,30,30,8,2587,6.41674
18866,boardgame,Shear Panic,2005,2,4,45,45,45,10,3140,6.41558
714,boardgame,Talisman,1983,2,6,240,240,240,9,3937,6.41307
4491,boardgame,Cave Troll,2002,2,4,45,45,45,10,2615,6.40683
256,boardgame,Mississippi Queen,1997,3,5,45,45,45,10,2973,6.39896
36946,boardgame,Red November,2008,3,8,120,60,120,13,6078,6.38041
163,boardgame,Balderdash,1984,2,6,60,60,60,12,3205,6.37983
27225,boardgame,Bananagrams,2006,1,8,15,15,15,7,3909,6.37929
559,boardgame,Metro,1997,2,6,30,30,30,8,4224,6.37818
11971,boardgame,Cockroach Poker,2004,2,6,20,20,20,8,2823,6.377
25071,boardgame,Munchkin Cthulhu,2007,3,6,90,90,90,10,3161,6.3709
320,boardgame,Scrabble,1948,2,4,90,90,90,10,16295,6.35866
1219,boardgame,Labyrinth,1986,1,4,20,20,20,8,5421,6.34149
770,boardgame,Loot,1992,2,8,20,20,20,10,4154,6.31795
62871,boardgame,Zombie Dice,2010,2,99,20,10,20,10,8785,6.29448
1111,boardgame,Taboo,1989,4,10,20,20,20,12,5905,6.28775
40398,boardgame,Monopoly Deal Card Game,2008,2,5,15,15,15,8,4333,6.28158
30539,boardgame,Get Bit!,2007,3,6,20,20,20,7,3307,6.27633
811,boardgame,Rummikub,1977,2,4,60,60,60,8,6425,6.26903
815,boardgame,Chrononauts,2000,1,6,30,30,30,11,4045,6.24295
138788,boardgame,Dungeon Roll,2013,1,4,15,15,15,8,4028,6.24273
9028,boardgame,Tongiaki,2004,2,6,45,45,45,10,2075,6.23568
859,boardgame,Illuminati,1982,2,6,120,60,120,12,2138,6.21071
713,boardgame,Nuclear War,1965,2,6,60,60,60,10,2346,6.20934
34127,boardgame,Ticket to Ride: The Card Game,2008,2,4,30,30,30,8,3168,6.2086
4095,boardgame,Star Munchkin,2002,3,6,90,90,90,10,3130,6.19188
1293,boardgame,Boggle,1972,1,8,10,10,10,8,4586,6.18772
6707,boardgame,Age of Mythology: The Boardgame,2003,2,4,180,180,180,10,2800,6.18277
7479,boardgame,WarCraft: The Board Game,2003,2,4,120,120,120,12,2047,6.17526
257,boardgame,Kill Doctor Lucky,1996,3,7,45,45,45,12,4648,6.16558
5576,boardgame,Dungeoneer: Tomb of the Lich Lord,2003,2,4,60,60,60,12,2146,6.1379
69552,boardgame,Panic Station,2011,4,6,40,40,40,10,2347,6.13451
29387,boardgame,Zombie Fluxx,2007,2,6,40,10,40,8,4057,6.13308
12194,boardgame,Munchkin Bites!,2004,3,6,90,90,90,10,2123,6.13194
3243,boardgame,Wooly Bully,2002,2,4,30,30,30,7,2009,6.1244
170,boardgame,Family Business,1982,2,6,30,30,30,8,2999,6.12336
2381,boardgame,Scattergories,1988,2,6,30,30,30,12,4743,6.11776
36345,boardgame,Monty Python Fluxx,2008,2,6,40,40,40,13,2961,6.10075
74,boardgame,Apples to Apples,1999,4,10,30,30,30,12,12694,6.08733
2389,boardgame,Othello,1883,2,2,30,30,30,8,4520,6.07021
29678,boardgame,Munchkin Quest,2008,2,4,180,180,180,12,2429,6.04125
339,boardgame,Quiddler,1998,1,8,30,30,30,8,2011,6.02381
1927,boardgame,Munchkin,2001,3,6,90,90,90,10,21950,6.01888
1917,boardgame,Stratego,1947,2,2,45,45,45,8,8484,6.01768
2471,boardgame,Zombies!!!,2001,2,6,60,60,60,12,11042,5.9864
17835,boardgame,Monsters Menace America,2005,2,4,90,90,90,12,2073,5.98253
10653,boardgame,Pirates of the Spanish Main,2004,2,10,30,30,30,10,2410,5.98062
1339,boardgame,Dungeon!,1975,1,8,30,30,30,8,2132,5.95834
4324,boardgame,Risk: The Lord of the Rings,2002,2,4,120,120,120,9,2942,5.8739
2375,boardgame,Sequence,1982,2,12,10,10,10,7,3561,5.85819
2281,boardgame,Pictionary,1985,3,16,90,90,90,12,4533,5.84127
2448,boardgame,Mancala,1944,2,2,10,10,10,5,3831,5.84076
553,boardgame,Chez Geek,1999,2,5,60,60,60,13,3499,5.76505
891,boardgame,Cranium,1998,4,16,60,60,60,13,5674,5.74561
258,boardgame,Fluxx,1997,2,6,30,5,30,8,10186,5.72402
27710,boardgame,Catan Dice Game,2007,1,4,15,15,15,7,2943,5.69255
590,boardgame,Mille Bornes,1954,2,6,45,45,45,8,4958,5.68364
228,boardgame,Lunch Money,1996,2,4,20,20,20,13,2169,5.66686
1294,boardgame,Clue,1949,3,6,45,45,45,8,10275,5.62709
3633,boardgame,Sid Meier's Civilization: The Boardgame,2002,2,6,180,180,180,12,2222,5.59204
181,boardgame,Risk,1959,2,6,120,120,120,10,18252,5.58613
3699,boardgame,Killer Bunnies and the Quest for the Magic Carrot,2002,2,8,90,90,90,12,4200,5.56195
2452,boardgame,Jenga,1983,1,8,20,20,20,6,5917,5.52593
2394,boardgame,Dominoes,1500,2,10,30,30,30,5,3841,5.43579
2392,boardgame,Mastermind,1971,2,2,20,20,20,8,3825,5.43138
2223,boardgame,UNO,1971,2,10,30,30,30,6,10401,5.32308
1269,boardgame,Skip-Bo,1967,2,6,20,20,20,8,3041,5.31881
2593,boardgame,Pass the Pigs,1977,2,10,30,30,30,8,3302,5.2562
2952,boardgame,Trivial Pursuit,1981,2,24,90,90,90,12,5265,5.22632
2243,boardgame,Yahtzee,1956,2,10,30,30,30,6,6811,5.21877
1258,boardgame,Phase 10,1982,2,6,45,45,45,8,3985,5.13164
2386,boardgame,Chinese Checkers,1893,2,6,30,30,30,7,2705,5.11914
2083,boardgame,Checkers,1150,2,2,30,30,30,6,4594,4.84213
2719,boardgame,Connect Four,1974,2,2,10,10,10,6,3963,4.80869
4143,boardgame,Guess Who?,1979,2,2,20,20,20,6,2307,4.75687
5894,boardgame,Twister,1966,2,4,10,10,10,6,2217,4.59647
2407,boardgame,Sorry!,1929,2,4,30,30,30,6,3546,4.53543
2425,boardgame,Battleship,1931,2,2,30,30,30,8,4862,4.51542
1406,boardgame,Monopoly,1933,2,8,180,180,180,8,15985,4.45272
2136,boardgame,Pachisi,400,2,6,30,30,30,5,2753,4.44679
2921,boardgame,The Game of Life,1960,2,6,60,60,60,8,5831,4.05051
3737,boardgame,Operation,1965,1,6,10,10,10,6,2045,4.0317
5048,boardgame,Candy Land,1949,2,4,30,30,30,3,2385,3.17586
5432,boardgame,Snakes and Ladders,-200,2,6,30,30,30,3,2182,2.76805
11901,boardgame,Tic-Tac-Toe,-1300,2,2,1,1,1,4,2180,2.5638
